CASEID,ehg3_01b,ehg3_02b,ehg3_03b,ehg3_04b,ehg3_05b,eop_200,eop_210,eop_220,eop_230,eop_240,famincg2,ttlincg2
15529, 2,1,6,6,6, 1,6,6,6,6,3,1
15530, 7,6,6,6,3, 7,6,6,6,4,2,1
15531, 6,6,6,6,6, 6,6,6,6,6,6,3
15532, 7,6,6,6,3,96,6,6,6,6,1,1
15533, 2,1,6,6,6,96,6,6,6,6,2,2
15534, 3,6,1,6,6,96,6,6,6,6,2,2
15535, 4,6,6,4,6,96,6,6,6,6,2,2
15536, 3,6,1,6,6,97,6,6,6,6,1,1
15537, 1,6,6,6,6, 1,6,6,6,6,5,1
15538, 6,6,6,6,6, 6,6,6,6,6,3,1
15539, 4,6,6,3,6,96,6,6,6,6,2,2
15540, 4,6,6,3,6, 6,6,6,6,6,3,3
15541, 6,6,6,6,6, 4,6,6,3,6,3,3
15542, 6,6,6,6,6, 6,6,6,6,6,3,3
15543, 1,6,6,6,6, 2,1,6,6,6,3,2
15544, 4,6,6,3,6,96,6,6,6,6,5,4
15545, 4,6,6,3,6, 2,1,6,6,6,6,6
15546, 1,6,6,6,6,96,6,6,6,6,2,2
15547, 7,6,6,6,3, 6,6,6,6,6,4,2
15548, 2,2,6,6,6, 2,2,6,6,6,4,3
15549, 6,6,6,6,6,96,6,6,6,6,5,5
15550, 1,6,6,6,6,96,6,6,6,6,6,1
15551, 1,6,6,6,6, 2,7,6,6,6,3,1
15552, 4,6,6,2,6,96,6,6,6,6,2,2
15553, 6,6,6,6,6,96,6,6,6,6,3,3
15554, 1,6,6,6,6, 2,1,6,6,6,2,2
15555, 2,1,6,6,6, 2,1,6,6,6,2,1
15556, 6,6,6,6,6, 4,6,6,3,6,3,2
15557, 6,6,6,6,6, 7,6,6,6,3,6,1
15558, 6,6,6,6,6, 6,6,6,6,6,4,2
15559,99,6,6,6,1, 7,6,6,6,1,6,6
15560, 7,6,6,6,3, 7,6,6,6,3,5,5
15561, 3,6,2,6,6, 4,6,6,3,6,2,1
15562, 6,6,6,6,6, 6,6,6,6,6,6,4
15563, 4,6,6,3,6, 4,6,6,2,6,2,1
15564, 5,6,6,6,6,96,6,6,6,6,1,1
15565, 2,1,6,6,6, 2,1,6,6,6,1,1
15566, 2,1,6,6,6,96,6,6,6,6,3,2
15567, 3,6,2,6,6, 3,6,2,6,6,1,1
15568, 6,6,6,6,6, 6,6,6,6,6,5,4
15569, 5,6,6,6,6,96,6,6,6,6,3,3
15570, 6,6,6,6,6, 4,6,6,4,6,1,1
15571, 4,6,6,3,6, 4,6,6,3,6,5,3
15572, 2,1,6,6,6, 2,1,6,6,6,1,1
15573, 1,6,6,6,6,96,6,6,6,6,2,2
15574, 4,6,6,3,6, 7,6,6,6,3,5,1
15575, 6,6,6,6,6,96,6,6,6,6,3,1
15576, 7,6,6,6,3, 6,6,6,6,6,6,6
15577, 2,2,6,6,6, 2,1,6,6,6,5,3
15578, 1,6,6,6,6,96,6,6,6,6,5,1
15579, 6,6,6,6,6,96,6,6,6,6,3,3
15580, 3,6,2,6,6,96,6,6,6,6,1,1
15581, 7,6,6,6,3, 7,6,6,6,3,3,2
15582, 4,6,6,2,6,96,6,6,6,6,2,2
15583, 2,1,6,6,6, 1,6,6,6,6,3,2
15584, 1,6,6,6,6,96,6,6,6,6,2,2
15585, 1,6,6,6,6,96,6,6,6,6,1,1
15586, 6,6,6,6,6,96,6,6,6,6,2,2
15587, 3,6,2,6,6, 2,2,6,6,6,3,2
15588, 2,1,6,6,6, 2,2,6,6,6,6,3
15589, 4,6,6,3,6,96,6,6,6,6,5,5
15590, 2,1,6,6,6,96,6,6,6,6,1,1
15591, 2,1,6,6,6, 2,1,6,6,6,2,1
15592, 2,2,6,6,6, 6,6,6,6,6,4,3
15593, 2,1,6,6,6, 2,1,6,6,6,3,2
15594, 1,6,6,6,6, 1,6,6,6,6,5,1
15595, 2,1,6,6,6,96,6,6,6,6,2,2
15596, 6,6,6,6,6,96,6,6,6,6,5,5
15597, 6,6,6,6,6, 6,6,6,6,6,6,3
15598, 4,6,6,1,6,96,6,6,6,6,2,2
15599, 2,1,6,6,6, 2,1,6,6,6,3,2
15600, 1,6,6,6,6,96,6,6,6,6,6,1
15601, 6,6,6,6,6, 3,6,2,6,6,4,2
15602, 6,6,6,6,6, 2,1,6,6,6,3,2
15603, 2,1,6,6,6,96,6,6,6,6,6,6
15604, 4,6,6,3,6, 4,6,6,3,6,2,1
15605, 4,6,6,4,6, 4,6,6,2,6,4,2
15606, 1,6,6,6,6,96,6,6,6,6,1,1
15607, 6,6,6,6,6, 6,6,6,6,6,3,1
15608, 2,1,6,6,6,96,6,6,6,6,2,2
15609, 2,1,6,6,6, 1,6,6,6,6,3,2
15610, 2,1,6,6,6,96,6,6,6,6,3,1
15611, 1,6,6,6,6, 2,1,6,6,6,4,1
15612, 5,6,6,6,6, 1,6,6,6,6,3,2
15613, 7,6,6,6,4, 6,6,6,6,6,5,3
15614, 2,2,6,6,6,96,6,6,6,6,1,1
15615, 4,6,6,3,6, 3,6,1,6,6,4,1
15616,99,6,6,6,6,97,6,6,6,6,1,1
15617, 1,6,6,6,6, 2,1,6,6,6,2,1
15618, 2,1,6,6,6, 4,6,6,3,6,1,1
15619, 6,6,6,6,6, 4,6,6,4,6,6,6
15620, 4,6,6,3,6,96,6,6,6,6,3,3
15621, 2,1,6,6,6,96,6,6,6,6,2,2
15622, 4,6,6,2,6,96,6,6,6,6,1,1
15623, 4,6,6,3,6, 6,6,6,6,6,1,1
15624, 2,1,6,6,6,96,6,6,6,6,2,2
15625, 2,1,6,6,6,96,6,6,6,6,1,1
15626, 4,6,6,2,6, 2,1,6,6,6,2,2
15627, 2,1,6,6,6,96,6,6,6,6,2,2
15628, 1,6,6,6,6, 1,6,6,6,6,2,2
15629, 4,6,6,4,6, 4,6,6,4,6,6,2
15630, 7,6,6,6,3, 2,1,6,6,6,4,4
15631, 4,6,6,4,6, 7,6,6,6,4,5,2
15632, 1,6,6,6,6,96,6,6,6,6,1,1
15633, 4,6,6,3,6, 4,6,6,3,6,3,3
15634, 4,6,6,3,6,98,6,6,6,6,6,3
15635, 5,6,6,6,6, 4,6,6,1,6,3,2
15636, 3,6,2,6,6, 4,6,6,4,6,3,2
15637, 7,6,6,6,3, 2,1,6,6,6,3,2
15638,98,6,6,6,6,98,6,6,6,6,2,1
15639, 6,6,6,6,6, 6,6,6,6,6,5,3
15640, 4,6,6,3,6, 3,6,1,6,6,2,1
15641, 6,6,6,6,6, 6,6,6,6,6,3,2
15642, 2,1,6,6,6, 2,1,6,6,6,3,1
15643, 4,6,6,3,6,96,6,6,6,6,1,1
15644, 7,6,6,6,3, 7,6,6,6,4,6,6
15645, 2,2,6,6,6, 7,6,6,6,3,6,1
15646, 2,1,6,6,6, 6,6,6,6,6,5,1
15647, 6,6,6,6,6,96,6,6,6,6,3,3
15648, 1,6,6,6,6, 2,1,6,6,6,4,2
15649, 6,6,6,6,6, 6,6,6,6,6,5,2
15650, 1,6,6,6,6,96,6,6,6,6,1,1
15651, 3,6,1,6,6, 1,6,6,6,6,2,1
15652,98,6,6,6,6,97,6,6,6,6,3,1
15653, 7,6,6,6,1,96,6,6,6,6,5,5
15654, 1,6,6,6,6, 5,6,6,6,6,6,3
15655, 4,6,6,3,6,96,6,6,6,6,2,2
15656, 4,6,6,3,6,96,6,6,6,6,6,6
15657, 4,6,6,4,6, 4,6,6,4,6,6,6
15658, 6,6,6,6,6, 3,6,1,6,6,6,1
15659, 2,1,6,6,6,96,6,6,6,6,3,3
15660, 3,6,2,6,6, 1,6,6,6,6,6,3
15661, 7,6,6,6,3,96,6,6,6,6,5,5
15662, 6,6,6,6,6,96,6,6,6,6,4,4
15663, 2,1,6,6,6,96,6,6,6,6,2,2
15664, 1,6,6,6,6,96,6,6,6,6,6,1
15665, 3,6,2,6,6, 4,6,6,3,6,2,1
15666, 4,6,6,2,6, 1,6,6,6,6,6,3
15667, 3,6,1,6,6,96,6,6,6,6,4,2
15668, 2,1,6,6,6,96,6,6,6,6,2,1
15669, 1,6,6,6,6, 2,1,6,6,6,4,3
15670, 2,1,6,6,6, 4,6,6,3,6,2,1
15671, 3,6,2,6,6, 5,6,6,6,6,6,3
15672, 1,6,6,6,6,96,6,6,6,6,1,1
15673, 3,6,7,6,6,96,6,6,6,6,1,1
15674, 4,6,6,3,6, 2,1,6,6,6,6,4
15675, 6,6,6,6,6,96,6,6,6,6,2,2
15676, 1,6,6,6,6, 6,6,6,6,6,6,6
15677, 4,6,6,2,6,96,6,6,6,6,3,3
15678, 4,6,6,2,6,96,6,6,6,6,2,2
15679, 6,6,6,6,6, 6,6,6,6,6,6,3
15680, 4,6,6,3,6, 3,6,2,6,6,3,2
15681, 4,6,6,4,6,96,6,6,6,6,5,3
15682, 4,6,6,4,6, 7,6,6,6,3,6,3
15683, 2,1,6,6,6, 3,6,2,6,6,3,2
15684, 6,6,6,6,6, 6,6,6,6,6,4,3
15685, 4,6,6,1,6,96,6,6,6,6,1,1
15686, 7,6,6,6,1, 6,6,6,6,6,6,4
15687, 3,6,2,6,6,96,6,6,6,6,2,2
15688, 4,6,6,2,6,96,6,6,6,6,1,1
15689, 3,6,2,6,6, 2,1,6,6,6,4,2
15690, 3,6,2,6,6, 3,6,2,6,6,4,3
15691, 6,6,6,6,6, 7,6,6,6,2,6,3
15692, 6,6,6,6,6, 6,6,6,6,6,6,2
15693, 4,6,6,2,6,96,6,6,6,6,2,2
15694, 2,1,6,6,6, 2,2,6,6,6,5,4
15695, 2,2,6,6,6,96,6,6,6,6,1,1
15696, 4,6,6,3,6,96,6,6,6,6,1,1
15697, 2,1,6,6,6, 2,1,6,6,6,4,2
15698, 2,1,6,6,6,96,6,6,6,6,1,1
15699, 6,6,6,6,6,96,6,6,6,6,2,1
15700, 4,6,6,4,6, 4,6,6,4,6,5,4
15701, 2,1,6,6,6, 6,6,6,6,6,4,2
15702, 1,6,6,6,6,96,6,6,6,6,6,1
15703, 5,6,6,6,6, 7,6,6,6,3,5,5
15704, 4,6,6,4,6,97,6,6,6,6,6,1
15705, 4,6,6,3,6, 1,6,6,6,6,4,3
15706, 6,6,6,6,6, 6,6,6,6,6,6,5
15707, 4,6,6,3,6,96,6,6,6,6,5,1
15708, 5,6,6,6,6, 6,6,6,6,6,2,1
15709, 5,6,6,6,6, 2,1,6,6,6,4,2
15710, 2,1,6,6,6, 5,6,6,6,6,2,1
15711, 2,1,6,6,6, 4,6,6,3,6,2,2
15712, 7,6,6,6,3,98,6,6,6,6,4,2
15713, 4,6,6,3,6, 2,1,6,6,6,2,2
15714, 4,6,6,3,6, 6,6,6,6,6,3,2
15715, 1,6,6,6,6,96,6,6,6,6,6,1
15716, 1,6,6,6,6,96,6,6,6,6,2,2
15717, 7,6,6,6,4, 6,6,6,6,6,6,6
15718, 2,1,6,6,6, 7,6,6,6,1,6,1
15719, 5,6,6,6,6, 3,6,2,6,6,6,5
15720, 1,6,6,6,6,96,6,6,6,6,6,6
15721, 2,1,6,6,6,96,6,6,6,6,4,1
15722, 1,6,6,6,6, 1,6,6,6,6,3,1
15723, 6,6,6,6,6, 6,6,6,6,6,6,2
15724, 7,6,6,6,4, 7,6,6,6,3,6,6
15725, 4,6,6,4,6, 4,6,6,3,6,4,2
15726, 3,6,1,6,6, 2,1,6,6,6,2,3
15727, 7,6,6,6,4, 7,6,6,6,3,4,2
15728, 7,6,6,6,2, 5,6,6,6,6,6,3
15729, 4,6,6,3,6,96,6,6,6,6,2,2
15730, 7,6,6,6,3, 7,6,6,6,3,6,6
15731, 6,6,6,6,6, 4,6,6,2,6,3,3
15732, 4,6,6,4,6,97,6,6,6,6,2,1
15733, 6,6,6,6,6, 4,6,6,4,6,6,5
15734, 6,6,6,6,6, 7,6,6,6,3,5,1
15735, 6,6,6,6,6, 6,6,6,6,6,6,3
15736, 3,6,7,6,6, 2,1,6,6,6,4,3
15737, 5,6,6,6,6,96,6,6,6,6,3,3
15738, 1,6,6,6,6,96,6,6,6,6,2,2
15739, 6,6,6,6,6,96,6,6,6,6,4,4
15740, 1,6,6,6,6, 5,6,6,6,6,3,2
15741, 2,1,6,6,6, 2,1,6,6,6,2,1
15742, 1,6,6,6,6, 2,1,6,6,6,3,1
15743, 4,6,6,4,6, 4,6,6,3,6,4,2
15744, 2,1,6,6,6, 4,6,6,3,6,2,1
15745, 7,6,6,6,1, 2,1,6,6,6,6,5
15746, 7,6,6,6,3, 7,6,6,6,3,6,3
15747, 4,6,6,2,6, 1,6,6,6,6,4,2
15748, 1,6,6,6,6, 4,6,6,4,6,5,3
15749, 1,6,6,6,6,96,6,6,6,6,2,2
15750, 3,6,2,6,6, 2,1,6,6,6,2,2
15751, 7,6,6,6,3,96,6,6,6,6,6,3
15752, 2,1,6,6,6,97,6,6,6,6,5,3
15753, 6,6,6,6,6,96,6,6,6,6,6,2
15754, 6,6,6,6,6, 6,6,6,6,6,6,4
15755, 4,6,6,2,6,97,6,6,6,6,6,5
15756, 5,6,6,6,6,96,6,6,6,6,3,3
15757, 1,6,6,6,6,96,6,6,6,6,5,3
15758, 4,6,6,4,6, 7,6,6,6,3,4,2
15759, 5,6,6,6,6, 4,6,6,3,6,4,2
15760, 6,6,6,6,6, 6,6,6,6,6,5,2
15761, 2,2,6,6,6,96,6,6,6,6,4,2
15762, 1,6,6,6,6, 4,6,6,7,6,2,2
15763, 2,1,6,6,6, 2,1,6,6,6,2,1
15764, 6,6,6,6,6,96,6,6,6,6,2,2
15765, 4,6,6,4,6, 2,1,6,6,6,5,4
15766, 5,6,6,6,6, 7,6,6,6,3,6,5
15767, 2,1,6,6,6, 6,6,6,6,6,5,4
15768, 2,1,6,6,6, 5,6,6,6,6,4,2
15769, 2,1,6,6,6,96,6,6,6,6,2,2
15770, 4,6,6,4,6, 7,6,6,6,3,6,6
15771, 1,6,6,6,6,96,6,6,6,6,6,1
15772, 5,6,6,6,6,96,6,6,6,6,2,2
15773, 3,6,1,6,6,96,6,6,6,6,1,1
15774, 7,6,6,6,3, 2,1,6,6,6,4,4
15775, 2,1,6,6,6,97,6,6,6,6,6,2
15776, 1,6,6,6,6,96,6,6,6,6,2,2
15777, 4,6,6,3,6, 3,6,2,6,6,2,2
15778, 4,6,6,3,6,96,6,6,6,6,5,4
15779, 2,2,6,6,6, 7,6,6,6,4,5,2
15780, 1,6,6,6,6,96,6,6,6,6,1,1
15781, 7,6,6,6,3, 7,6,6,6,4,5,4
15782,99,6,6,6,6, 2,1,6,6,6,3,1
15783, 7,6,6,6,1, 6,6,6,6,6,6,3
15784, 1,6,6,6,6, 1,6,6,6,6,3,1
15785, 2,1,6,6,6, 2,1,6,6,6,2,1
15786, 2,1,6,6,6, 2,1,6,6,6,2,2
15787, 7,6,6,6,3, 6,6,6,6,6,6,4
15788, 2,1,6,6,6,96,6,6,6,6,6,1
15789, 1,6,6,6,6,96,6,6,6,6,1,1
15790, 1,6,6,6,6, 1,6,6,6,6,4,3
15791, 2,2,6,6,6, 4,6,6,4,6,3,1
15792, 4,6,6,3,6,96,6,6,6,6,2,2
15793, 4,6,6,3,6, 4,6,6,7,6,4,4
15794, 1,6,6,6,6, 6,6,6,6,6,5,1
15795, 6,6,6,6,6, 2,1,6,6,6,4,2
15796, 2,1,6,6,6, 2,1,6,6,6,6,4
15797, 1,6,6,6,6,96,6,6,6,6,1,1
15798, 4,6,6,3,6,96,6,6,6,6,2,2
15799, 6,6,6,6,6, 2,1,6,6,6,6,6
15800, 1,6,6,6,6,96,6,6,6,6,2,1
15801, 4,6,6,3,6,96,6,6,6,6,2,2
15802, 2,1,6,6,6,96,6,6,6,6,3,1
15803, 2,2,6,6,6, 2,1,6,6,6,2,1
15804, 3,6,1,6,6,96,6,6,6,6,3,3
15805, 1,6,6,6,6,96,6,6,6,6,1,1
15806, 4,6,6,3,6, 2,1,6,6,6,5,3
15807, 6,6,6,6,6, 3,6,2,6,6,4,2
15808, 2,1,6,6,6, 4,6,6,7,6,6,5
15809, 2,1,6,6,6,96,6,6,6,6,2,2
15810, 6,6,6,6,6, 6,6,6,6,6,3,2
15811, 4,6,6,3,6,96,6,6,6,6,2,2
15812, 2,1,6,6,6,96,6,6,6,6,1,1
15813, 4,6,6,3,6, 3,6,1,6,6,5,3
15814, 3,6,2,6,6, 2,1,6,6,6,3,2
15815, 3,6,2,6,6, 4,6,6,7,6,2,2
15816, 6,6,6,6,6, 6,6,6,6,6,2,1
15817, 4,6,6,4,6, 7,6,6,6,3,5,3
15818, 6,6,6,6,6,96,6,6,6,6,1,1
15819, 7,6,6,6,1, 7,6,6,6,1,6,4
15820, 4,6,6,3,6,96,6,6,6,6,6,1
15821, 3,6,1,6,6,96,6,6,6,6,1,1
15822, 1,6,6,6,6,96,6,6,6,6,2,2
15823, 4,6,6,3,6, 7,6,6,6,1,6,1
15824, 4,6,6,2,6, 3,6,1,6,6,4,2
15825, 1,6,6,6,6, 2,1,6,6,6,2,1
15826, 4,6,6,4,6, 7,6,6,6,1,4,1
15827, 2,1,6,6,6, 5,6,6,6,6,5,3
15828, 1,6,6,6,6,96,6,6,6,6,2,2
15829, 4,6,6,3,6,96,6,6,6,6,4,3
15830, 2,1,6,6,6,96,6,6,6,6,1,1
15831, 2,1,6,6,6, 2,1,6,6,6,4,3
15832, 1,6,6,6,6,96,6,6,6,6,2,2
15833, 6,6,6,6,6, 4,6,6,4,6,6,5
15834, 2,1,6,6,6, 6,6,6,6,6,4,2
15835, 4,6,6,2,6,96,6,6,6,6,1,1
15836, 1,6,6,6,6,96,6,6,6,6,2,2
15837, 6,6,6,6,6,97,6,6,6,6,4,2
15838, 7,6,6,6,3, 6,6,6,6,6,6,6
15839, 4,6,6,2,6,96,6,6,6,6,2,2
15840, 2,1,6,6,6, 1,6,6,6,6,3,1
15841, 7,6,6,6,3, 7,6,6,6,3,6,3
15842, 2,1,6,6,6,96,6,6,6,6,4,4
15843, 2,2,6,6,6,96,6,6,6,6,1,1
15844, 2,1,6,6,6,96,6,6,6,6,6,1
15845, 2,1,6,6,6, 6,6,6,6,6,5,4
15846, 2,1,6,6,6, 6,6,6,6,6,6,6
15847, 6,6,6,6,6, 6,6,6,6,6,1,1
15848, 2,1,6,6,6, 2,1,6,6,6,3,2
15849, 6,6,6,6,6, 4,6,6,3,6,6,4
15850, 2,1,6,6,6, 1,6,6,6,6,2,1
15851, 1,6,6,6,6,96,6,6,6,6,6,1
15852, 6,6,6,6,6,96,6,6,6,6,2,2
15853, 2,1,6,6,6,96,6,6,6,6,3,3
15854, 6,6,6,6,6,96,6,6,6,6,2,2
15855, 1,6,6,6,6, 3,6,2,6,6,2,2
15856, 1,6,6,6,6, 4,6,6,4,6,6,4
15857, 3,6,2,6,6,96,6,6,6,6,2,2
15858, 2,1,6,6,6, 1,6,6,6,6,2,2
15859, 6,6,6,6,6, 6,6,6,6,6,2,2
15860, 7,6,6,6,1, 4,6,6,3,6,5,1
15861, 4,6,6,4,6, 5,6,6,6,6,4,1
15862, 4,6,6,3,6,96,6,6,6,6,5,2
15863, 1,6,6,6,6,96,6,6,6,6,2,2
15864, 1,6,6,6,6,96,6,6,6,6,2,2
15865, 4,6,6,3,6,96,6,6,6,6,3,3
15866, 6,6,6,6,6, 7,6,6,6,4,5,1
15867, 3,6,2,6,6,96,6,6,6,6,1,1
15868, 6,6,6,6,6, 6,6,6,6,6,6,2
15869, 4,6,6,3,6,96,6,6,6,6,3,3
15870, 3,6,2,6,6, 1,6,6,6,6,4,1
15871, 4,6,6,3,6,96,6,6,6,6,3,3
15872, 2,1,6,6,6, 1,6,6,6,6,4,3
15873, 2,1,6,6,6, 6,6,6,6,6,6,3
15874, 3,6,2,6,6,96,6,6,6,6,3,3
15875, 6,6,6,6,6, 7,6,6,6,3,3,3
15876, 6,6,6,6,6, 6,6,6,6,6,6,1
15877, 4,6,6,4,6, 6,6,6,6,6,4,3
15878, 1,6,6,6,6,96,6,6,6,6,2,1
15879, 2,1,6,6,6, 4,6,6,3,6,5,4
15880, 4,6,6,3,6,96,6,6,6,6,3,3
15881, 3,6,2,6,6, 1,6,6,6,6,2,1
15882, 6,6,6,6,6,96,6,6,6,6,4,4
15883, 2,2,6,6,6,96,6,6,6,6,4,3
15884, 3,6,1,6,6,96,6,6,6,6,6,3
15885, 6,6,6,6,6, 6,6,6,6,6,6,3
15886, 1,6,6,6,6,96,6,6,6,6,2,2
15887, 2,1,6,6,6,96,6,6,6,6,3,3
15888, 2,1,6,6,6, 4,6,6,4,6,6,3
15889, 2,2,6,6,6, 4,6,6,4,6,6,2
15890, 6,6,6,6,6, 6,6,6,6,6,4,3
15891, 2,1,6,6,6,96,6,6,6,6,2,2
15892, 7,6,6,6,3,97,6,6,6,6,6,6
15893, 1,6,6,6,6, 1,6,6,6,6,2,1
15894, 2,1,6,6,6, 2,1,6,6,6,3,3
15895, 3,6,2,6,6, 2,1,6,6,6,5,4
15896, 4,6,6,2,6, 2,1,6,6,6,6,2
15897, 2,1,6,6,6, 1,6,6,6,6,1,1
15898, 2,2,6,6,6, 1,6,6,6,6,2,1
15899, 2,1,6,6,6, 2,1,6,6,6,2,1
15900, 6,6,6,6,6, 4,6,6,3,6,6,6
15901, 2,1,6,6,6,96,6,6,6,6,1,1
15902, 1,6,6,6,6, 6,6,6,6,6,6,3
15903, 1,6,6,6,6,96,6,6,6,6,1,1
15904, 2,1,6,6,6,96,6,6,6,6,3,1
15905, 2,1,6,6,6,96,6,6,6,6,1,1
15906, 1,6,6,6,6, 7,6,6,6,3,2,1
15907, 6,6,6,6,6, 3,6,7,6,6,4,2
15908, 4,6,6,4,6, 2,1,6,6,6,6,3
15909, 4,6,6,3,6,96,6,6,6,6,3,3
15910, 4,6,6,2,6,96,6,6,6,6,1,1
15911, 7,6,6,6,2,96,6,6,6,6,6,6
15912, 2,1,6,6,6, 3,6,2,6,6,2,2
15913, 2,1,6,6,6,96,6,6,6,6,2,2
15914, 1,6,6,6,6,97,6,6,6,6,2,2
15915, 6,6,6,6,6, 7,6,6,6,3,5,3
15916, 5,6,6,6,6,96,6,6,6,6,1,1
15917, 2,1,6,6,6, 2,7,6,6,6,5,2
15918, 4,6,6,3,6, 4,6,6,3,6,6,2
15919, 2,1,6,6,6, 6,6,6,6,6,2,2
15920, 4,6,6,4,6,96,6,6,6,6,3,1
15921, 2,1,6,6,6,96,6,6,6,6,2,2
15922, 2,2,6,6,6,96,6,6,6,6,2,2
15923, 2,2,6,6,6,96,6,6,6,6,2,2
15924, 1,6,6,6,6, 1,6,6,6,6,2,1
15925, 2,1,6,6,6, 3,6,2,6,6,2,2
15926, 4,6,6,4,6, 4,6,6,4,6,3,3
15927, 2,1,6,6,6,96,6,6,6,6,1,1
15928, 6,6,6,6,6, 7,6,6,6,3,5,3
15929, 4,6,6,4,6,96,6,6,6,6,2,2
15930, 4,6,6,3,6, 5,6,6,6,6,6,2
15931, 3,6,1,6,6, 3,6,2,6,6,3,1
15932, 2,1,6,6,6,96,1,6,6,6,4,2
15933, 1,6,6,6,6,96,6,6,6,6,3,1
15934, 7,6,6,6,3, 4,6,6,4,6,6,3
15935, 1,6,6,6,6,96,6,6,6,6,2,2
15936, 1,6,6,6,6,96,6,6,6,6,1,1
15937, 2,1,6,6,6,96,6,6,6,6,2,2
15938, 6,6,6,6,6, 6,6,6,6,6,6,4
15939, 1,6,6,6,6, 1,6,6,6,6,2,2
15940, 2,1,6,6,6, 2,1,6,6,6,1,1
15941,97,6,6,6,6,97,6,6,6,6,6,6
15942, 4,6,6,4,6,96,6,6,6,6,2,2
15943, 3,6,1,6,6, 3,6,2,6,6,2,2
15944, 4,6,6,3,6,96,6,6,6,6,2,2
15945, 1,6,6,6,6, 1,6,6,6,6,2,1
15946, 5,6,6,6,6, 1,6,6,6,6,6,5
15947, 3,6,2,6,6, 2,1,6,6,6,2,1
15948, 6,6,6,6,6, 4,6,6,1,6,6,6
15949, 1,6,6,6,6,96,6,6,6,6,2,1
15950, 2,1,6,6,6, 4,6,6,4,6,5,3
15951, 5,6,6,6,6,96,6,6,6,6,6,6
15952, 7,6,6,6,3, 6,6,6,6,6,6,3
15953, 3,6,2,6,6,96,6,6,6,6,2,2
15954, 6,6,6,6,6, 4,6,6,4,6,3,3
15955, 2,1,6,6,6, 1,6,6,6,6,1,1
15956, 2,1,6,6,6, 1,6,6,6,6,2,1
15957,99,6,6,6,6, 1,6,6,6,6,2,1
15958, 4,6,6,4,6,96,6,6,6,6,5,5
15959, 5,6,6,6,6, 6,6,6,6,6,5,3
15960, 4,6,6,4,6,96,6,6,6,6,2,1
15961, 6,6,6,6,6, 2,2,6,6,6,6,4
15962, 2,1,6,6,6, 4,6,6,3,6,5,1
15963, 6,6,6,6,6, 2,1,6,6,6,3,1
15964, 2,1,6,6,6,99,6,6,6,6,1,1
15965, 7,6,6,6,3, 7,6,6,6,3,6,4
15966, 4,6,6,4,6,96,6,6,6,6,4,4
15967, 6,6,6,6,6, 7,6,6,6,3,6,3
15968, 1,6,6,6,6,96,6,6,6,6,6,1
15969, 2,1,6,6,6, 1,6,6,6,6,2,1
15970, 1,6,6,6,6,96,6,6,6,6,6,1
15971, 1,6,6,6,6, 6,6,6,6,6,6,4
15972, 2,1,6,6,6,96,6,6,6,6,1,1
15973, 6,6,6,6,6, 6,6,6,6,6,6,4
15974, 2,1,6,6,6,96,6,6,6,6,2,2
15975, 7,6,6,6,3, 7,6,6,6,3,5,3
15976,97,6,6,6,6,96,6,6,6,6,1,1
15977, 4,6,6,3,6, 3,6,2,6,6,4,2
15978, 4,6,6,3,6, 4,6,6,4,6,2,1
15979, 4,6,6,4,6, 4,6,6,4,6,2,2
15980, 3,6,1,6,6, 2,1,6,6,6,3,3
15981, 6,6,6,6,6, 6,6,6,6,6,5,3
15982, 2,1,6,6,6,96,6,6,6,6,1,1
15983, 2,2,6,6,6,96,6,6,6,6,2,2
15984, 7,6,6,6,3, 4,6,6,4,6,3,2
15985, 2,2,6,6,6, 4,6,6,7,6,4,1
15986, 6,6,6,6,6, 6,6,6,6,6,6,3
15987, 1,6,6,6,6,96,6,6,6,6,2,2
15988, 2,1,6,6,6, 2,1,6,6,6,3,2
15989, 6,6,6,6,6, 4,6,6,3,6,6,4
15990, 4,6,6,3,6, 4,6,6,4,6,4,2
15991, 6,6,6,6,6,96,6,6,6,6,1,1
15992, 4,6,6,3,6, 4,6,6,3,6,3,2
15993, 1,6,6,6,6,96,6,6,6,6,1,1
15994, 5,6,6,6,6,96,6,6,6,6,3,3
15995, 3,6,2,6,6, 2,1,6,6,6,3,2
15996, 1,6,6,6,6, 1,6,6,6,6,2,2
15997, 2,2,6,6,6, 3,6,1,6,6,4,2
15998, 4,6,6,1,6,97,6,6,6,6,5,3
15999, 6,6,6,6,6,96,6,6,6,6,5,3
16000, 2,1,6,6,6,97,6,6,6,6,4,2
16001, 6,6,6,6,6, 7,6,6,6,3,3,2
16002, 2,1,6,6,6,96,6,6,6,6,1,1
16003,98,6,6,6,6,98,6,6,6,6,4,3
16004, 4,6,6,4,6, 2,1,6,6,6,6,4
16005, 2,1,6,6,6, 2,2,6,6,6,4,2
16006, 6,6,6,6,6, 7,6,6,6,3,6,5
16007, 1,6,6,6,6, 7,6,6,6,3,6,6
16008, 4,6,6,2,6, 2,2,6,6,6,1,1
16009, 2,1,6,6,6, 2,2,6,6,6,4,2
16010, 2,1,6,6,6,96,6,6,6,6,2,2
16011, 2,1,6,6,6,96,6,6,6,6,2,2
16012, 2,1,6,6,6,96,6,6,6,6,1,1
16013, 4,6,6,4,6, 1,6,6,6,6,4,2
16014, 4,6,6,2,6, 4,6,6,3,6,4,2
16015, 2,1,6,6,6,96,6,6,6,6,4,2
